epoch,train_loss,train_err,test_err
0,1.729734182357788,0.68576,0.6619
1,1.5899932384490967,0.60472,0.5958
2,1.3885537385940552,0.56496,0.5436
3,1.2270539999008179,0.4866,0.4747
4,0.9998930096626282,0.48302,0.4699
5,1.3244402408599854,0.35586,0.3551
6,1.1633493900299072,0.36572,0.3675
7,0.844107449054718,0.33504,0.3493
8,0.7659175395965576,0.30758,0.3031
9,0.8742518424987793,0.27024,0.2683
10,0.5852009057998657,0.30016,0.2931
11,0.6255291700363159,0.27042,0.2696
12,0.7470979690551758,0.2346,0.2481
13,0.5106724500656128,0.25926,0.2653
14,0.6249080896377563,0.25386,0.2583
15,0.4292141795158386,0.29542,0.3169
16,0.5253782868385315,0.21112,0.2287
17,0.38025718927383423,0.28766,0.3028
18,0.571696400642395,0.24536,0.2555
19,0.5758392214775085,0.24118,0.2478
20,0.7666523456573486,0.18712,0.1961
21,0.6169201731681824,0.22202,0.2432
22,0.4624340534210205,0.23478,0.2418
23,0.67942875623703,0.20248,0.2058
24,0.5923482179641724,0.19732,0.207
25,0.43639618158340454,0.2008,0.2094
26,0.5218322277069092,0.21932,0.2338
27,0.709424614906311,0.16148,0.186
28,0.43956613540649414,0.20526,0.2298
29,0.5949631929397583,0.19414,0.2114
30,0.7073768973350525,0.17836,0.1983
31,0.2857587933540344,0.1905,0.2033
32,0.3734685182571411,0.1804,0.2083
33,0.49192652106285095,0.17912,0.1987
34,0.6264459490776062,0.17868,0.2086
35,0.32979774475097656,0.18138,0.2014
36,0.6705326437950134,0.19524,0.2133
37,0.4200564920902252,0.19246,0.2087
38,0.4624682366847992,0.19518,0.2124
39,0.4814754128456116,0.16514,0.1886
40,0.6289029717445374,0.21558,0.2343
41,0.5923354029655457,0.23726,0.2655
42,0.40945252776145935,0.19116,0.2113
43,0.5456082224845886,0.19854,0.2214
44,0.4975728392601013,0.19446,0.211
45,0.4158322811126709,0.22306,0.2552
46,0.4666737914085388,0.17412,0.2029
47,0.25608140230178833,0.19108,0.2199
48,0.6466405391693115,0.25534,0.2779
49,0.33897802233695984,0.15736,0.1841
50,0.4180745482444763,0.13464,0.1607
51,0.38914912939071655,0.1573,0.1817
52,0.30571502447128296,0.1604,0.1834
53,0.30357441306114197,0.19622,0.208
54,0.5929368138313293,0.21854,0.2455
55,0.5371721386909485,0.15298,0.1817
56,0.4153258204460144,0.22322,0.2353
57,0.42788225412368774,0.17856,0.2095
58,0.4781228005886078,0.15794,0.1819
59,0.5264096260070801,0.16662,0.1895
