epoch,train_loss,train_err,test_err
0,1.380002737045288,0.5519,0.5361
1,1.1857579946517944,0.49584,0.4761
2,0.9519222378730774,0.38846,0.3838
3,0.8117871284484863,0.38206,0.382
4,1.0403308868408203,0.32294,0.3169
5,0.6694154143333435,0.28748,0.29
6,0.8462632894515991,0.28268,0.3013
7,0.6820932626724243,0.23426,0.2415
8,0.4842645525932312,0.23968,0.2476
9,0.5307634472846985,0.20224,0.2235
10,0.7314469218254089,0.21274,0.2309
11,0.5527515411376953,0.23262,0.2429
12,0.40626591444015503,0.19498,0.2188
13,0.8673280477523804,0.21926,0.233
14,0.6157163977622986,0.19724,0.2171
15,0.5043092966079712,0.19424,0.2126
16,0.3680240511894226,0.26398,0.2905
17,0.528783917427063,0.15854,0.1779
18,0.3392537236213684,0.22046,0.2325
19,0.5362517833709717,0.18236,0.2
20,0.4020004868507385,0.15126,0.1746
21,0.4709356427192688,0.15978,0.1835
22,0.3332671523094177,0.17004,0.1993
23,0.3617904484272003,0.1763,0.1941
24,0.468142032623291,0.17742,0.2076
25,0.28962379693984985,0.18946,0.2188
26,0.3251165747642517,0.17982,0.2016
27,0.35299691557884216,0.17312,0.2038
28,0.3929552435874939,0.17916,0.1993
29,0.5442272424697876,0.16072,0.1813
30,0.3412524163722992,0.14612,0.1773
31,0.38459157943725586,0.13374,0.1629
32,0.487797349691391,0.1517,0.1868
33,0.25104713439941406,0.13704,0.1694
34,0.4289810061454773,0.13796,0.1635
35,0.3205867409706116,0.15082,0.1782
36,0.6267112493515015,0.22036,0.2554
37,0.30275288224220276,0.1309,0.1631
38,0.3512475788593292,0.126,0.1593
39,0.3868712782859802,0.17748,0.2015
40,0.29253289103507996,0.13794,0.1704
41,0.49839892983436584,0.1678,0.1969
42,0.326185017824173,0.1558,0.1832
43,0.428436815738678,0.16098,0.1901
44,0.5091358423233032,0.13538,0.1673
45,0.2914128303527832,0.12826,0.1634
46,0.3266224265098572,0.1634,0.1934
47,0.3858157992362976,0.14848,0.1902
48,0.3222544193267822,0.12892,0.1696
49,0.4208255708217621,0.12156,0.1556
50,0.5286738276481628,0.12828,0.1617
51,0.4595625400543213,0.12532,0.1634
52,0.4760647416114807,0.15264,0.1837
53,0.3429308831691742,0.125,0.1556
