epoch,train_loss,train_err,test_err
48,0.38757210969924927,0.09526,0.1468
49,0.2782348096370697,0.09262,0.1428
50,0.2433995008468628,0.1146,0.1589
51,0.3083367943763733,0.11792,0.1686
52,0.2250647246837616,0.12532,0.1736
53,0.3222769796848297,0.12618,0.1736
54,0.33835822343826294,0.1121,0.1657
55,0.18772593140602112,0.10644,0.1571
56,0.32504838705062866,0.11598,0.1653
57,0.4532638490200043,0.0861,0.14
58,0.47191935777664185,0.08698,0.1369
59,0.30918389558792114,0.09354,0.1466
60,0.2626667022705078,0.08992,0.1479
61,0.30958622694015503,0.12262,0.1705
62,0.1837218999862671,0.09014,0.1481
63,0.23651567101478577,0.07652,0.1341
64,0.14279279112815857,0.1164,0.1755
65,0.27440521121025085,0.08604,0.1427
66,0.22619251906871796,0.09546,0.1521
67,0.37424740195274353,0.08228,0.1337
68,0.1855088472366333,0.08792,0.1441
69,0.20110008120536804,0.10688,0.159
70,0.17419926822185516,0.0988,0.1532
71,0.23945608735084534,0.13012,0.1818
72,0.15902528166770935,0.07286,0.1413
73,0.1587449312210083,0.07218,0.1294
74,0.18880526721477509,0.10814,0.1585
75,0.15842944383621216,0.09046,0.1479
76,0.14147917926311493,0.0746,0.1268
77,0.14395394921302795,0.09854,0.1516
78,0.20854303240776062,0.07874,0.1292
79,0.1617591828107834,0.115,0.1722
80,0.2629912495613098,0.09394,0.1472
81,0.2403942048549652,0.07074,0.1291
82,0.1507091373205185,0.0271,0.0953
83,0.05212687328457832,0.02256,0.0925
84,0.029096875339746475,0.02034,0.0899
85,0.06162775680422783,0.01796,0.0921
86,0.08076132833957672,0.01652,0.0907
87,0.04361375421285629,0.01422,0.0903
88,0.07119300961494446,0.01456,0.0893
89,0.0420573428273201,0.01268,0.0923
90,0.10420653969049454,0.01226,0.0886
91,0.05683477967977524,0.01078,0.0892
92,0.06358106434345245,0.011,0.0945
93,0.08833493292331696,0.00948,0.0918
94,0.027555182576179504,0.00828,0.0918
95,0.018475454300642014,0.0083,0.0889
96,0.00717988982796669,0.008,0.0902
97,0.02107064425945282,0.00756,0.0914
98,0.034889329224824905,0.00718,0.0899
99,0.07665721327066422,0.00586,0.0906
100,0.01070866547524929,0.00628,0.0909
101,0.009904378093779087,0.00624,0.0905
102,0.03739631921052933,0.0067,0.0923
103,0.04007812961935997,0.00532,0.0914
104,0.0759204775094986,0.00514,0.0908
105,0.016237061470746994,0.00496,0.09
106,0.0021008425392210484,0.00468,0.0921
107,0.0064414204098284245,0.00496,0.0901
108,0.02582428976893425,0.00408,0.0909
109,0.012460356578230858,0.00408,0.0896
110,0.00387111259624362,0.00434,0.0904
111,0.0033623985946178436,0.00372,0.0901
112,0.044280264526605606,0.00354,0.0898
113,0.004944675136357546,0.00348,0.0911
114,0.004709963221102953,0.0038,0.0933
115,0.00775609165430069,0.00324,0.0896
116,0.038699112832546234,0.00344,0.0935
117,0.0065238564275205135,0.00348,0.0926
118,0.011567426845431328,0.00286,0.0928
119,0.002656056545674801,0.00288,0.0893
120,0.022014450281858444,0.0033,0.0903
121,0.012526007369160652,0.00262,0.0888
122,0.12084938585758209,0.00304,0.0898
123,0.004244908224791288,0.00244,0.0898
124,0.009303821250796318,0.00224,0.0892
125,0.013837449252605438,0.00202,0.0884
126,0.011055631563067436,0.0019,0.089
127,0.012332463636994362,0.00186,0.0886
128,0.02045677974820137,0.00138,0.0891
129,0.0025125956162810326,0.00126,0.0889
130,0.027121353894472122,0.0018,0.0881
131,0.004202732816338539,0.00142,0.0879
132,0.0017690295353531837,0.0014,0.0877
133,0.007762201130390167,0.00146,0.0882
134,0.003721652552485466,0.00104,0.0878
135,0.0039106737822294235,0.00108,0.0882
136,0.0016725703608244658,0.00122,0.0874
137,0.004755543079227209,0.00094,0.0877
138,0.01576220616698265,0.0012,0.0887
139,0.002212675055488944,0.00118,0.089
140,0.0189349502325058,0.00138,0.0881
141,0.002896324498578906,0.00116,0.0883
142,0.0046913642436265945,0.00098,0.0889
143,0.010985998436808586,0.00096,0.0895
144,0.007323537953197956,0.00132,0.0886
145,0.0046618180349469185,0.001,0.0888
146,0.03124210797250271,0.00094,0.0892
147,0.0032843216322362423,0.001,0.0883
148,0.01653895154595375,0.00104,0.0887
149,0.003002250101417303,0.00078,0.0895
150,0.0014471743488684297,0.00104,0.0904
151,0.0015679250936955214,0.00088,0.0884
152,0.004089623223990202,0.00112,0.0885
153,0.006835867650806904,0.00104,0.0882
154,0.008893013000488281,0.00056,0.0873
155,0.004101556725800037,0.00068,0.088
156,0.001527667511254549,0.00096,0.0872
157,0.0017166526522487402,0.00094,0.0885
158,0.006984438747167587,0.00068,0.0891
159,0.004682932980358601,0.001,0.0891
160,0.0018112653633579612,0.00072,0.0883
161,0.005420333240181208,0.00072,0.0883
162,0.0091177923604846,0.0007,0.0891
163,0.0010644393041729927,0.00082,0.0892
