epoch,train_loss,train_err,test_err
0,1.7756049633026123,0.74386,0.7299
1,1.6500107049942017,0.60898,0.5976
2,1.2545857429504395,0.50846,0.5048
3,0.9688875079154968,0.37916,0.3854
4,0.9386345744132996,0.3125,0.3209
5,0.8627959489822388,0.39058,0.4089
6,0.8477225303649902,0.2754,0.2801
7,0.714293360710144,0.2678,0.2807
8,0.627062201499939,0.24516,0.2666
9,0.5260717868804932,0.21294,0.2277
10,0.4328218102455139,0.20102,0.2058
11,0.6423400044441223,0.18458,0.2084
12,0.48311930894851685,0.17838,0.1919
13,0.4159277081489563,0.20254,0.2309
14,0.4605228900909424,0.15904,0.1769
15,0.3904276490211487,0.1524,0.1819
16,0.4405389428138733,0.1421,0.1646
17,0.30565741658210754,0.18992,0.2049
18,0.4145978093147278,0.12812,0.155
19,0.29412978887557983,0.1329,0.1689
20,0.5061413645744324,0.16226,0.1939
21,0.4883655607700348,0.1116,0.136
22,0.20026902854442596,0.1254,0.1567
23,0.33902838826179504,0.1432,0.1746
24,0.4468812942504883,0.1126,0.1405
25,0.42986756563186646,0.14358,0.1772
26,0.22459383308887482,0.11312,0.1393
27,0.39472347497940063,0.11138,0.1444
28,0.24600613117218018,0.10118,0.1365
29,0.2600744962692261,0.09302,0.1321
30,0.31655019521713257,0.1279,0.1628
31,0.3513427674770355,0.09796,0.1398
32,0.22529658675193787,0.09502,0.1261
33,0.21217098832130432,0.1739,0.2045
34,0.36923226714134216,0.12182,0.1623
35,0.26671087741851807,0.08024,0.1198
36,0.20312373340129852,0.09314,0.1275
37,0.3367188274860382,0.11876,0.1489
38,0.24206312000751495,0.09354,0.1372
39,0.29330888390541077,0.11408,0.1563
40,0.4033070206642151,0.09924,0.1419
41,0.3413413166999817,0.09784,0.1359
42,0.31005972623825073,0.08774,0.1396
43,0.29530245065689087,0.0906,0.1343
44,0.22871041297912598,0.15912,0.1983
45,0.26734381914138794,0.08276,0.1247
46,0.3536887764930725,0.12314,0.1628
47,0.2347530871629715,0.09026,0.1366
48,0.3078121542930603,0.08094,0.124
49,0.33857089281082153,0.09454,0.1334
50,0.19887833297252655,0.08436,0.1286
51,0.24242839217185974,0.09568,0.1457
52,0.21357563138008118,0.0784,0.1239
53,0.23209702968597412,0.0863,0.1289
54,0.24536089599132538,0.0929,0.126
55,0.23976683616638184,0.1042,0.153
56,0.2724197506904602,0.0809,0.1253
57,0.14845183491706848,0.07422,0.1232
58,0.3315626084804535,0.0947,0.1352
59,0.25789421796798706,0.09308,0.134
60,0.18411847949028015,0.08548,0.1276
61,0.1617012768983841,0.0937,0.139
62,0.12308423221111298,0.06904,0.1216
63,0.22758165001869202,0.09514,0.1425
64,0.16808469593524933,0.0888,0.135
65,0.12095366418361664,0.08062,0.1298
66,0.09971865266561508,0.08336,0.1347
67,0.19271866977214813,0.0856,0.1331
68,0.25729987025260925,0.09566,0.1388
69,0.1973690539598465,0.08536,0.138
70,0.17027273774147034,0.0727,0.1258
71,0.16129720211029053,0.07618,0.1276
72,0.35464105010032654,0.06828,0.1159
73,0.13378730416297913,0.08758,0.14
74,0.15101055800914764,0.09832,0.1546
75,0.1498158574104309,0.0623,0.1151
76,0.14927972853183746,0.0745,0.1258
77,0.07978023588657379,0.08624,0.1333
78,0.3500683307647705,0.07884,0.1304
79,0.2820775508880615,0.07294,0.1215
80,0.11341074854135513,0.08362,0.1298
81,0.17954525351524353,0.07144,0.1173
82,0.10338559001684189,0.02254,0.0801
83,0.04545486345887184,0.01748,0.0772
84,0.04524299502372742,0.01442,0.0774
85,0.04004301875829697,0.01286,0.0754
86,0.01588124968111515,0.01172,0.0731
87,0.039119116961956024,0.01064,0.0757
88,0.021417301148176193,0.01004,0.0736
89,0.015988977625966072,0.0092,0.0755
90,0.017146240919828415,0.00848,0.0747
91,0.0274515338242054,0.00754,0.0738
92,0.05676537752151489,0.00686,0.0727
93,0.03173777088522911,0.0073,0.0741
94,0.007987969554960728,0.00588,0.0741
